Crop,Crop_Year,Season,State,Area,Annual_Rainfall,Fertilizer,Pesticide,Yield,N,P,K,pH,avg_temp_c,total_rainfall_mm,avg_humidity_percent
Potato,2010,Whole Year,Madhya Pradesh,76482.0,856.3,12704425.02,18355.68,9.318163265,70,40,20,7.4,25.75,929.07,55.24
Sugarcane,2010,Whole Year,Madhya Pradesh,48190.0,856.3,8004840.9,11565.6,31.9975,70,40,20,7.4,25.75,929.07,55.24
Banana,2011,Whole Year,Madhya Pradesh,16990.0,852.6,2846164.8,5606.7,19.14631579,70,40,20,7.4,24.92,1520.33,54.99
Onion,2011,Whole Year,Madhya Pradesh,67857.0,852.6,11367404.64,22392.81,17.7412,70,40,20,7.4,24.92,1520.33,54.99
Potato,2011,Whole Year,Madhya Pradesh,83912.0,852.6,14056938.24,27690.96,11.689375,70,40,20,7.4,24.92,1520.33,54.99
Sugarcane,2011,Whole Year,Madhya Pradesh,49502.0,852.6,8292575.04,16335.66,26.90304348,70,40,20,7.4,24.92,1520.33,54.99
Sweet Potato,2011,Whole Year,Madhya Pradesh,4924.0,852.6,824868.48,1624.92,5.097111111,70,40,20,7.4,24.92,1520.33,54.99
Banana,2012,Whole Year,Madhya Pradesh,18019.0,1049.5,2717265.2,5585.89,13.7473913,70,40,20,7.4,24.91,1151.49,50.65
Onion,2012,Whole Year,Madhya Pradesh,72818.0,1049.5,10980954.4,22573.58,19.753,70,40,20,7.4,24.91,1151.49,50.65
Potato,2012,Whole Year,Madhya Pradesh,81092.0,1049.5,12228673.6,25138.52,13.99122449,70,40,20,7.4,24.91,1151.49,50.65
Sugarcane,2012,Whole Year,Madhya Pradesh,53901.0,1049.5,8128270.8,16709.31,36.84958333,70,40,20,7.4,24.91,1151.49,50.65
Sweet Potato,2012,Whole Year,Madhya Pradesh,4647.0,1049.5,700767.6,1440.57,5.939777778,70,40,20,7.4,24.91,1151.49,50.65
Banana,2013,Whole Year,Madhya Pradesh,18637.0,1451.4,2692860.13,5031.99,41.16705882,70,40,20,7.4,24.61,1627.55,57.52
Onion,2013,Whole Year,Madhya Pradesh,79260.0,1451.4,11452277.4,21400.2,17.25431373,70,40,20,7.4,24.61,1627.55,57.52
Potato,2013,Whole Year,Madhya Pradesh,80955.0,1451.4,11697187.95,21857.85,13.117,70,40,20,7.4,24.61,1627.55,57.52
Sugarcane,2013,Whole Year,Madhya Pradesh,55448.0,1451.4,8011681.52,14970.96,39.73108696,70,40,20,7.4,24.61,1627.55,57.52
Sweet Potato,2013,Whole Year,Madhya Pradesh,4776.0,1451.4,690084.24,1289.52,6.665744681,70,40,20,7.4,24.61,1627.55,57.52
Sugarcane,2014,Whole Year,Madhya Pradesh,102000.0,891.2,15397920.0,33660.0,32.1559375,70,40,20,7.4,25.23,1029.09,54.6
Banana,2015,Whole Year,Madhya Pradesh,22631.6,1000.7,3573755.956,7468.428,44.46521739,70,40,20,7.4,25.13,1316.22,54.43
Garlic,2015,Whole Year,Madhya Pradesh,114786.73,1000.7,18125972.53,37879.6209,11.2916,70,40,20,7.4,25.13,1316.22,54.43
Ginger,2015,Whole Year,Madhya Pradesh,20337.91,1000.7,3211559.368,6711.5103,15.38104167,70,40,20,7.4,25.13,1316.22,54.43
Onion,2015,Whole Year,Madhya Pradesh,147866.95,1000.7,23349670.07,48796.0935,22.43019608,70,40,20,7.4,25.13,1316.22,54.43
Potato,2015,Whole Year,Madhya Pradesh,135292.29,1000.7,21364005.51,44646.4557,20.1022,70,40,20,7.4,25.13,1316.22,54.43
Sugarcane,2015,Whole Year,Madhya Pradesh,102000.0,1000.7,16106820.0,33660.0,42.40736842,70,40,20,7.4,25.13,1316.22,54.43
Sweet Potato,2015,Whole Year,Madhya Pradesh,3376.0,1000.7,533104.16,1114.08,15.48923077,70,40,20,7.4,25.13,1316.22,54.43
Turmeric,2015,Whole Year,Madhya Pradesh,9616.06,1000.7,1518472.035,3173.2998,18.735,70,40,20,7.4,25.13,1316.22,54.43
Banana,2016,Whole Year,Madhya Pradesh,26969.8,1048.4,4133121.85,9439.43,44.61416667,70,40,20,7.4,25.45,1563.81,51.96
Garlic,2016,Whole Year,Madhya Pradesh,156880.15,1048.4,24041882.99,54908.0525,11.132,70,40,20,7.4,25.45,1563.81,51.96
Ginger,2016,Whole Year,Madhya Pradesh,23153.07,1048.4,3548207.978,8103.5745,16.16854167,70,40,20,7.4,25.45,1563.81,51.96
Onion,2016,Whole Year,Madhya Pradesh,150839.21,1048.4,23116108.93,52793.7235,23.96137255,70,40,20,7.4,25.45,1563.81,51.96
Potato,2016,Whole Year,Madhya Pradesh,159997.16,1048.4,24519564.77,55999.006,21.3086,70,40,20,7.4,25.45,1563.81,51.96
Sugarcane,2016,Whole Year,Madhya Pradesh,91930.0,1048.4,14088272.5,32175.5,30.362,70,40,20,7.4,25.45,1563.81,51.96
Sweet Potato,2016,Whole Year,Madhya Pradesh,4432.2,1048.4,679234.65,1551.27,17.19387097,70,40,20,7.4,25.45,1563.81,51.96
Turmeric,2016,Whole Year,Madhya Pradesh,12876.75,1048.4,1973361.938,4506.8625,19.30891304,70,40,20,7.4,25.45,1563.81,51.96
Banana,2017,Whole Year,Madhya Pradesh,26375.05,800.0,4152487.872,10022.519,47.73208333,70,40,20,7.4,25.79,870.76,48.67
Garlic,2017,Whole Year,Madhya Pradesh,186179.25,800.0,29312061.12,70748.115,10.2188,70,40,20,7.4,25.79,870.76,48.67
Ginger,2017,Whole Year,Madhya Pradesh,23431.48,800.0,3689052.211,8903.9624,16.20208333,70,40,20,7.4,25.79,870.76,48.67
Onion,2017,Whole Year,Madhya Pradesh,150865.6,800.0,23752280.06,57328.928,23.00568627,70,40,20,7.4,25.79,870.76,48.67
Potato,2017,Whole Year,Madhya Pradesh,136290.21,800.0,21457530.66,51790.2798,21.3776,70,40,20,7.4,25.79,870.76,48.67
Sugarcane,2017,Whole Year,Madhya Pradesh,98040.0,800.0,15435417.6,37255.2,44.49714286,70,40,20,7.4,25.79,870.76,48.67
Sweet Potato,2017,Whole Year,Madhya Pradesh,5196.15,800.0,818081.856,1974.537,17.36147059,70,40,20,7.4,25.79,870.76,48.67
Turmeric,2017,Whole Year,Madhya Pradesh,11697.5,800.0,1841654.4,4445.05,19.065,70,40,20,7.4,25.79,870.76,48.67
Banana,2018,Whole Year,Madhya Pradesh,26541.39,1102.2,4305013.458,9289.4865,48.04833333,70,40,20,7.4,25.6,1044.75,48.93
Garlic,2018,Whole Year,Madhya Pradesh,178156.61,1102.2,28897002.14,62354.8135,10.2886,70,40,20,7.4,25.6,1044.75,48.93
Ginger,2018,Whole Year,Madhya Pradesh,24963.81,1102.2,4049129.982,8737.3335,16.105,70,40,20,7.4,25.6,1044.75,48.93
Onion,2018,Whole Year,Madhya Pradesh,149843.45,1102.2,24304607.59,52445.2075,23.08392157,70,40,20,7.4,25.6,1044.75,48.93
Potato,2018,Whole Year,Madhya Pradesh,145736.5,1102.2,23638460.3,51007.775,21.3004,70,40,20,7.4,25.6,1044.75,48.93
Sugarcane,2018,Whole Year,Madhya Pradesh,107902.0,1102.2,17501704.4,37765.7,35.49571429,70,40,20,7.4,25.6,1044.75,48.93
Sweet Potato,2018,Whole Year,Madhya Pradesh,5297.72,1102.2,859290.184,1854.202,17.05294118,70,40,20,7.4,25.6,1044.75,48.93
Turmeric,2018,Whole Year,Madhya Pradesh,13665.88,1102.2,2216605.736,4783.058,19.05916667,70,40,20,7.4,25.6,1044.75,48.93
Banana,2019,Whole Year,Madhya Pradesh,26634.09,1446.7,4574671.298,9854.6133,47.165,70,40,20,7.4,25.11,1870.12,56.0
Garlic,2019,Whole Year,Madhya Pradesh,183713.76,1446.7,31554675.42,67974.0912,10.3632,70,40,20,7.4,25.11,1870.12,56.0
Ginger,2019,Whole Year,Madhya Pradesh,27479.56,1446.7,4719889.226,10167.4372,15.64479167,70,40,20,7.4,25.11,1870.12,56.0
Onion,2019,Whole Year,Madhya Pradesh,173886.5,1446.7,29866745.24,64338.005,23.21745098,70,40,20,7.4,25.11,1870.12,56.0
Potato,2019,Whole Year,Madhya Pradesh,149435.36,1446.7,25667017.43,55291.0832,21.80117647,70,40,20,7.4,25.11,1870.12,56.0
Sugarcane,2019,Whole Year,Madhya Pradesh,124681.0,1446.7,21415208.56,46131.97,39.05510204,70,40,20,7.4,25.11,1870.12,56.0
Sweet Potato,2019,Whole Year,Madhya Pradesh,5814.2,1446.7,998646.992,2151.254,17.34657143,70,40,20,7.4,25.11,1870.12,56.0
Turmeric,2019,Whole Year,Madhya Pradesh,16271.0,1446.7,2794706.96,6020.27,18.86708333,70,40,20,7.4,25.11,1870.12,56.0
Cotton(Lint),1997,Whole Year,Maharashtra,31292.0,1156.1,2978059.64,9700.52,95.99391304,75,43,26,7.1,26.37,2053.66,68.68
Maize,1997,Autumn,Maharashtra,21.0,1156.1,1998.57,6.51,989.87,75,43,26,7.1,26.37,2053.66,68.68
Rice,1997,Kharif,Maharashtra,1339000.0,1156.1,127432630.0,415090.0,8.778275862,75,43,26,7.1,26.37,2053.66,68.68
Sugarcane,1998,Kharif,Maharashtra,529800.0,1314.8,52344240.0,153642.0,84.55434783,75,43,26,7.1,26.75,2133.35,69.3
Sugarcane,1999,Whole Year,Maharashtra,590100.0,1166.5,62627313.0,159327.0,86.55576923,75,43,26,7.1,26.19,1622.75,68.41
Sugarcane,2000,Whole Year,Maharashtra,595300.0,1057.8,58440601.0,154778.0,77.65407407,75,43,26,7.1,26.28,1944.66,66.88
Sugarcane,2001,Whole Year,Maharashtra,578200.0,1035.8,59051566.0,150332.0,69.57740741,75,43,26,7.1,26.51,1875.04,67.48
Sugarcane,2002,Whole Year,Maharashtra,573100.0,967.4,54255377.0,143275.0,65.24666667,75,43,26,7.1,27.12,1326.47,63.56
Banana,2003,Whole Year,Maharashtra,57700.0,1037.4,5711146.0,13848.0,57.56857143,75,43,26,7.1,27.08,1970.27,66.29
Onion,2003,Whole Year,Maharashtra,133622.0,1037.4,13225905.56,32069.28,12.44846154,75,43,26,7.1,27.08,1970.27,66.29
Sugarcane,2003,Whole Year,Maharashtra,442500.0,1037.4,43798650.0,106200.0,56.65814815,75,43,26,7.1,27.08,1970.27,66.29
Sugarcane,2004,Whole Year,Maharashtra,326900.0,1052.0,35416346.0,68649.0,64.51,75,43,26,7.1,26.82,2339.17,66.04
Sugarcane,2005,Whole Year,Maharashtra,500700.0,1387.2,60043944.0,105147.0,66.29923077,75,43,26,7.1,26.39,3211.91,67.19
Sugarcane,2006,Whole Year,Maharashtra,848800.0,1439.4,108400248.0,186736.0,70.67444444,75,43,26,7.1,26.64,3370.1,69.14
Sugarcane,2007,Whole Year,Maharashtra,1092800.0,1257.2,145779520.0,174848.0,74.23888889,75,43,26,7.1,26.85,2694.23,67.76
Sugarcane,2008,Whole Year,Maharashtra,768400.0,1052.8,109911936.0,69156.0,65.53407407,75,43,26,7.1,26.48,2602.54,66.57
Sugarcane,2009,Whole Year,Maharashtra,755900.0,1002.4,117784338.0,128503.0,76.29222222,75,43,26,7.1,27.21,2277.28,66.66
Sugarcane,2010,Whole Year,Maharashtra,964500.0,1389.0,160213095.0,231480.0,73.83961538,75,43,26,7.1,26.97,3131.39,71.61
Sugarcane,2011,Whole Year,Maharashtra,1022000.0,1174.095455,171205440.0,337260.0,76.54074074,75,43,26,7.1,26.51,2598.42,68.45
Sugarcane,2012,Whole Year,Maharashtra,938100.0,1003.4,141465480.0,290811.0,73.4448,75,43,26,7.1,26.44,1824.51,66.28
Sugarcane,2013,Whole Year,Maharashtra,937100.0,1409.8,135401579.0,253017.0,79.05115385,75,43,26,7.1,26.41,2470.43,69.51
Sugarcane,2014,Whole Year,Maharashtra,1029500.0,1001.6,155413320.0,339735.0,71.18857143,75,43,26,7.1,26.96,2364.49,65.52
Sugarcane,2015,Whole Year,Maharashtra,987100.0,875.7,155872961.0,325743.0,59.97133333,75,43,26,7.1,26.95,1706.93,66.95
Sesamum,2016,Rabi,Maharashtra,2332.0,1151.1,357379.0,816.2,32.58882353,75,43,26,7.1,26.56,2971.43,66.87
Sugarcane,2016,Whole Year,Maharashtra,633269.0,1151.1,97048474.25,221644.15,69.409,75,43,26,7.1,26.56,2971.43,66.87
Sugarcane,2017,Whole Year,Maharashtra,902035.0,1129.5,142016390.4,342773.3,66.33833333,75,43,26,7.1,26.76,2949.76,67.44
Sugarcane,2018,Whole Year,Maharashtra,1162836.0,1387.4,188611999.2,406992.6,65.7037931,75,43,26,7.1,26.93,2077.63,64.7
Sugarcane,2019,Whole Year,Maharashtra,822407.0,1555.8,141256626.3,304290.59,69.62148148,75,43,26,7.1,26.96,3387.29,68.18
Banana,1997,Whole Year,Manipur,1.0,2053.3,95.17,0.31,12.0,58,17,37,5.9,19.88,1143.54,69.39
Banana,1998,Autumn,Manipur,1280.0,1855.0,126464.0,371.2,12.72,58,17,37,5.9,20.69,1138.92,70.73
Banana,1998,Rabi,Manipur,660.0,1855.0,65208.0,191.4,12.894,58,17,37,5.9,20.69,1138.92,70.73
Banana,1998,Summer,Manipur,20.0,1855.0,1976.0,5.8,13.0,58,17,37,5.9,20.69,1138.92,70.73
Banana,1998,Winter,Manipur,940.0,1855.0,92872.0,272.6,12.87833333,58,17,37,5.9,20.69,1138.92,70.73
Potato,1998,Autumn,Manipur,320.0,1855.0,31616.0,92.8,5.206666667,58,17,37,5.9,20.69,1138.92,70.73
Potato,1998,Rabi,Manipur,750.0,1855.0,74100.0,217.5,5.256666667,58,17,37,5.9,20.69,1138.92,70.73
Potato,1998,Winter,Manipur,1100.0,1855.0,108680.0,319.0,5.205714286,58,17,37,5.9,20.69,1138.92,70.73
Sugarcane,1998,Autumn,Manipur,380.0,1855.0,37544.0,110.2,32.65666667,58,17,37,5.9,20.69,1138.92,70.73
Sugarcane,1998,Rabi,Manipur,10.0,1855.0,988.0,2.9,33.0,58,17,37,5.9,20.69,1138.92,70.73
Sugarcane,1998,Summer,Manipur,140.0,1855.0,13832.0,40.6,32.64,58,17,37,5.9,20.69,1138.92,70.73
Sugarcane,1998,Winter,Manipur,170.0,1855.0,16796.0,49.3,32.845,58,17,37,5.9,20.69,1138.92,70.73
Banana,1999,Whole Year,Manipur,3510.0,2092.7,372516.3,947.7,12.86,58,17,37,5.9,21.24,939.9,66.0
Potato,1999,Whole Year,Manipur,2470.0,2092.7,262141.1,666.9,5.198888889,58,17,37,5.9,21.24,939.9,66.0
Sugarcane,1999,Whole Year,Manipur,650.0,2092.7,68984.5,175.5,32.7475,58,17,37,5.9,21.24,939.9,66.0
Banana,2000,Whole Year,Manipur,3420.0,1969.7,335741.4,889.2,12.83875,58,17,37,5.9,20.53,881.03,67.98
Potato,2000,Whole Year,Manipur,2590.0,1969.7,254260.3,673.4,5.198888889,58,17,37,5.9,20.53,881.03,67.98
Sugarcane,2000,Whole Year,Manipur,740.0,1969.7,72645.8,192.4,32.57571429,58,17,37,5.9,20.53,881.03,67.98
Banana,2001,Whole Year,Manipur,4420.0,2013.1,451414.6,1149.2,12.87375,58,17,37,5.9,21.19,746.54,65.33
Banana,2002,Whole Year,Manipur,4270.0,1743.7,404240.9,1067.5,6.934444444,58,17,37,5.9,20.75,1116.15,69.08
Potato,2002,Whole Year,Manipur,4470.0,1743.7,423174.9,1117.5,5.20375,58,17,37,5.9,20.75,1116.15,69.08
Sugarcane,2002,Whole Year,Manipur,320.0,1743.7,30294.4,80.0,32.65666667,58,17,37,5.9,20.75,1116.15,69.08
Tapioca,2002,Whole Year,Manipur,223.0,1743.7,21111.41,55.75,5.298571429,58,17,37,5.9,20.75,1116.15,69.08
Banana,2003,Whole Year,Manipur,1950.0,687.7,193011.0,468.0,7.851111111,58,17,37,5.9,20.58,1111.03,71.54
Sugarcane,2003,Whole Year,Manipur,330.0,687.7,32663.4,79.2,32.71,58,17,37,5.9,20.58,1111.03,71.54
Sweet Potato,2003,Whole Year,Manipur,102.0,687.7,10095.96,24.48,6.59,58,17,37,5.9,20.58,1111.03,71.54
Tapioca,2003,Whole Year,Manipur,243.0,687.7,24052.14,58.32,5.593333333,58,17,37,5.9,20.58,1111.03,71.54
Banana,2004,Whole Year,Manipur,3870.0,1613.3,419275.8,812.7,12.88111111,58,17,37,5.9,20.24,1147.94,72.54
Potato,2004,Whole Year,Manipur,2960.0,1613.3,320686.4,621.6,5.2175,58,17,37,5.9,20.24,1147.94,72.54
Sugarcane,2004,Whole Year,Manipur,300.0,1613.3,32502.0,63.0,32.67,58,17,37,5.9,20.24,1147.94,72.54
Banana,2005,Whole Year,Manipur,4420.0,1585.4,530046.4,928.2,12.8775,58,17,37,5.9,20.79,1151.48,72.59
Potato,2005,Whole Year,Manipur,4870.0,1585.4,584010.4,1022.7,5.2,58,17,37,5.9,20.79,1151.48,72.59
Sugarcane,2005,Whole Year,Manipur,70.0,1585.4,8394.4,14.7,32.75,58,17,37,5.9,20.79,1151.48,72.59
Banana,2006,Summer,Manipur,1230.0,1533.561905,157083.3,270.6,12.91571429,58,17,37,5.9,21.21,891.77,67.6
Banana,2006,Whole Year,Manipur,4200.0,1533.561905,536382.0,924.0,12.8725,58,17,37,5.9,21.21,891.77,67.6
Potato,2006,Summer,Manipur,850.0,1533.561905,108553.5,187.0,5.22,58,17,37,5.9,21.21,891.77,67.6
Potato,2006,Whole Year,Manipur,2870.0,1533.561905,366527.7,631.4,5.23125,58,17,37,5.9,21.21,891.77,67.6
Sugarcane,2006,Summer,Manipur,10.0,1533.561905,1277.1,2.2,33.0,58,17,37,5.9,21.21,891.77,67.6
Sugarcane,2006,Whole Year,Manipur,500.0,1533.561905,63855.0,110.0,32.66666667,58,17,37,5.9,21.21,891.77,67.6
Banana,2007,Whole Year,Manipur,9360.0,1435.7,1248624.0,1497.6,12.88444444,58,17,37,5.9,20.15,1350.9,73.12
Potato,2007,Whole Year,Manipur,1950.0,1435.7,260130.0,312.0,5.191111111,58,17,37,5.9,20.15,1350.9,73.12
Sugarcane,2007,Whole Year,Manipur,510.0,1435.7,68034.0,81.6,32.61666667,58,17,37,5.9,20.15,1350.9,73.12
Banana,2008,Whole Year,Manipur,4991.0,1134.8,713912.64,449.19,12.91,58,17,37,5.9,20.17,1224.95,74.69
Dry Chillies,2008,Whole Year,Manipur,7962.0,1134.8,1138884.48,716.58,7.482222222,58,17,37,5.9,20.17,1224.95,74.69
Ginger,2008,Kharif,Manipur,2098.0,1134.8,300097.92,188.82,11.79555556,58,17,37,5.9,20.17,1224.95,74.69
Potato,2008,Whole Year,Manipur,13000.0,1134.8,1859520.0,1170.0,8.165555556,58,17,37,5.9,20.17,1224.95,74.69
Sugarcane,2008,Whole Year,Manipur,5150.0,1134.8,736656.0,463.5,59.26444444,58,17,37,5.9,20.17,1224.95,74.69
Turmeric,2008,Whole Year,Manipur,834.0,1134.8,119295.36,75.06,11.77666667,58,17,37,5.9,20.17,1224.95,74.69
Banana,2009,Whole Year,Manipur,5841.0,992.5,910144.62,992.97,10.64666667,58,17,37,5.9,20.82,1168.24,71.73
Dry Chillies,2009,Whole Year,Manipur,8122.0,992.5,1265570.04,1380.74,7.514444444,58,17,37,5.9,20.82,1168.24,71.73
Ginger,2009,Kharif,Manipur,2098.0,992.5,326910.36,356.66,11.87,58,17,37,5.9,20.82,1168.24,71.73
Potato,2009,Whole Year,Manipur,13650.0,992.5,2126943.0,2320.5,8.286666667,58,17,37,5.9,20.82,1168.24,71.73
Sugarcane,2009,Whole Year,Manipur,3870.0,992.5,603023.4,657.9,56.62666667,58,17,37,5.9,20.82,1168.24,71.73
Turmeric,2009,Whole Year,Manipur,1295.0,992.5,201786.9,220.15,11.80777778,58,17,37,5.9,20.82,1168.24,71.73
Banana,2010,Whole Year,Manipur,5899.0,2160.5,979882.89,1415.76,12.94888889,58,17,37,5.9,20.19,1785.18,77.53
Dry Chillies,2010,Whole Year,Manipur,8210.0,2160.5,1363763.1,1970.4,7.55,58,17,37,5.9,20.19,1785.18,77.53
Ginger,2010,Kharif,Manipur,2200.0,2160.5,365442.0,528.0,11.38666667,58,17,37,5.9,20.19,1785.18,77.53
Potato,2010,Whole Year,Manipur,13650.0,2160.5,2267401.5,3276.0,8.286666667,58,17,37,5.9,20.19,1785.18,77.53
Sugarcane,2010,Whole Year,Manipur,5200.0,2160.5,863772.0,1248.0,59.03444444,58,17,37,5.9,20.19,1785.18,77.53
Turmeric,2010,Whole Year,Manipur,1440.0,2160.5,239198.4,345.6,11.22666667,58,17,37,5.9,20.19,1785.18,77.53
Banana,2011,Whole Year,Manipur,6279.0,1533.561905,1051858.08,2072.07,13.05444444,58,17,37,5.9,19.84,1512.52,77.26
Dry Chillies,2011,Whole Year,Manipur,8337.0,1533.561905,1396614.24,2751.21,7.6,58,17,37,5.9,19.84,1512.52,77.26
Ginger,2011,Kharif,Manipur,2374.0,1533.561905,397692.48,783.42,11.6,58,17,37,5.9,19.84,1512.52,77.26
Potato,2011,Whole Year,Manipur,14400.0,1533.561905,2412288.0,4752.0,8.478888889,58,17,37,5.9,19.84,1512.52,77.26
Sugarcane,2011,Whole Year,Manipur,5750.0,1533.561905,963240.0,1897.5,57.67333333,58,17,37,5.9,19.84,1512.52,77.26
Turmeric,2011,Whole Year,Manipur,1556.0,1533.561905,260661.12,513.48,11.47,58,17,37,5.9,19.84,1512.52,77.26
Banana,2012,Whole Year,Manipur,6581.0,1176.7,992414.8,2040.11,13.4,58,17,37,5.9,20.18,1379.58,76.1
Dry Chillies,2012,Whole Year,Manipur,8579.0,1176.7,1293713.2,2659.49,7.9,58,17,37,5.9,20.18,1379.58,76.1
Ginger,2012,Kharif,Manipur,2476.0,1176.7,373380.8,767.56,11.8,58,17,37,5.9,20.18,1379.58,76.1
Potato,2012,Whole Year,Manipur,15000.0,1176.7,2262000.0,4650.0,8.478888889,58,17,37,5.9,20.18,1379.58,76.1
Sugarcane,2012,Whole Year,Manipur,5500.0,1176.7,829400.0,1705.0,53.21444444,58,17,37,5.9,20.18,1379.58,76.1
Turmeric,2012,Whole Year,Manipur,1630.0,1176.7,245804.0,505.3,11.7,58,17,37,5.9,20.18,1379.58,76.1
Banana,2013,Whole Year,Manipur,6700.0,1428.8,968083.0,1809.0,13.5,58,17,37,5.9,20.42,1661.09,77.36
Dry Chillies,2013,Whole Year,Manipur,8950.0,1428.8,1293185.5,2416.5,7.89,58,17,37,5.9,20.42,1661.09,77.36
Ginger,2013,Kharif,Manipur,2850.0,1428.8,411796.5,769.5,12.0,58,17,37,5.9,20.42,1661.09,77.36
Potato,2013,Whole Year,Manipur,14800.0,1428.8,2138452.0,3996.0,8.48,58,17,37,5.9,20.42,1661.09,77.36
Sugarcane,2013,Whole Year,Manipur,5850.0,1428.8,845266.5,1579.5,57.03888889,58,17,37,5.9,20.42,1661.09,77.36
Turmeric,2013,Whole Year,Manipur,1910.0,1428.8,275975.9,515.7,12.0,58,17,37,5.9,20.42,1661.09,77.36
Banana,2014,Whole Year,Manipur,6993.0,987.5,1055663.28,2307.69,13.52111111,58,17,37,5.9,20.82,1235.91,74.94
Dry Chillies,2014,Whole Year,Manipur,9498.0,987.5,1433818.08,3134.34,8.016666667,58,17,37,5.9,20.82,1235.91,74.94
Ginger,2014,Kharif,Manipur,3026.0,987.5,456804.96,998.58,12.24888889,58,17,37,5.9,20.82,1235.91,74.94
Potato,2014,Whole Year,Manipur,14800.0,987.5,2234208.0,4884.0,8.48,58,17,37,5.9,20.82,1235.91,74.94
Sugarcane,2014,Whole Year,Manipur,5850.0,987.5,883116.0,1930.5,57.03888889,58,17,37,5.9,20.82,1235.91,74.94
Turmeric,2014,Whole Year,Manipur,2149.0,987.5,324413.04,709.17,11.94444444,58,17,37,5.9,20.82,1235.91,74.94
Banana,2015,Whole Year,Manipur,6952.0,1329.1,1097790.32,2294.16,13.58,58,17,37,5.9,20.39,1604.94,78.74
Dry Chillies,2015,Whole Year,Manipur,199.0,1329.1,31424.09,65.67,7.786,58,17,37,5.9,20.39,1604.94,78.74
Ginger,2015,Kharif,Manipur,3226.0,1329.1,509417.66,1064.58,11.95,58,17,37,5.9,20.39,1604.94,78.74
Potato,2015,Whole Year,Manipur,15250.0,1329.1,2408127.5,5032.5,8.488888889,58,17,37,5.9,20.39,1604.94,78.74
Sugarcane,2015,Whole Year,Manipur,6000.0,1329.1,947460.0,1980.0,54.38111111,58,17,37,5.9,20.39,1604.94,78.74
Turmeric,2015,Whole Year,Manipur,2670.0,1329.1,421619.7,881.1,11.85666667,58,17,37,5.9,20.39,1604.94,78.74
Banana,2016,Whole Year,Manipur,8194.0,2039.8,1255730.5,2867.9,13.55111111,58,17,37,5.9,20.59,1623.84,81.11
Dry Chillies,2016,Whole Year,Manipur,359.0,2039.8,55016.75,125.65,7.546666667,58,17,37,5.9,20.59,1623.84,81.11
Ginger,2016,Kharif,Manipur,5620.0,2039.8,861265.0,1967.0,11.48111111,58,17,37,5.9,20.59,1623.84,81.11
Potato,2016,Whole Year,Manipur,15250.0,2039.8,2337062.5,5337.5,8.3,58,17,37,5.9,20.59,1623.84,81.11
Sugarcane,2016,Whole Year,Manipur,6000.0,2039.8,919500.0,2100.0,54.38111111,58,17,37,5.9,20.59,1623.84,81.11
Turmeric,2016,Whole Year,Manipur,2591.0,2039.8,397070.75,906.85,11.78333333,58,17,37,5.9,20.59,1623.84,81.11
Banana,2017,Whole Year,Manipur,6932.0,1780.0,1091374.08,2634.16,13.48444444,58,17,37,5.9,20.26,2054.32,81.63
Dry Chillies,2017,Whole Year,Manipur,472.0,1780.0,74311.68,179.36,7.854285714,58,17,37,5.9,20.26,2054.32,81.63
Ginger,2017,Kharif,Manipur,5515.0,1780.0,868281.6,2095.7,12.2,58,17,37,5.9,20.26,2054.32,81.63
Potato,2017,Whole Year,Manipur,15250.0,1780.0,2400960.0,5795.0,8.488888889,58,17,37,5.9,20.26,2054.32,81.63
Sugarcane,2017,Whole Year,Manipur,6000.0,1780.0,944640.0,2280.0,54.38111111,58,17,37,5.9,20.26,2054.32,81.63
Turmeric,2017,Whole Year,Manipur,2552.0,1780.0,401786.88,969.76,12.4525,58,17,37,5.9,20.26,2054.32,81.63
Banana,2018,Whole Year,Manipur,6584.0,1196.9,1067924.8,2304.4,13.71111111,58,17,37,5.9,19.92,1486.52,80.21
Dry Chillies,2018,Whole Year,Manipur,525.0,1196.9,85155.0,183.75,8.655,58,17,37,5.9,19.92,1486.52,80.21
Ginger,2018,Kharif,Manipur,5493.0,1196.9,890964.6,1922.55,12.255,58,17,37,5.9,19.92,1486.52,80.21
Potato,2018,Whole Year,Manipur,15550.0,1196.9,2522210.0,5442.5,8.283333333,58,17,37,5.9,19.92,1486.52,80.21
Sugarcane,2018,Whole Year,Manipur,5450.0,1196.9,883990.0,1907.5,54.30666667,58,17,37,5.9,19.92,1486.52,80.21
Turmeric,2018,Whole Year,Manipur,2504.0,1196.9,406148.8,876.4,12.485,58,17,37,5.9,19.92,1486.52,80.21
Banana,1997,Whole Year,Meghalaya,5239.0,3818.2,498595.63,1624.09,11.20714286,52,16,33,5.6,17.16,1954.46,77.31
Ginger,1997,Kharif,Meghalaya,7357.0,3818.2,700165.69,2280.67,6.054285714,52,16,33,5.6,17.16,1954.46,77.31
Jute,1997,Kharif,Meghalaya,4243.0,3818.2,403806.31,1315.33,8.436666667,52,16,33,5.6,17.16,1954.46,77.31
Potato,1997,Whole Year,Meghalaya,20764.0,3818.2,1976109.88,6436.84,8.641428571,52,16,33,5.6,17.16,1954.46,77.31
Tapioca,1997,Whole Year,Meghalaya,3959.0,3818.2,376778.03,1227.29,6.537142857,52,16,33,5.6,17.16,1954.46,77.31
Turmeric,1997,Whole Year,Meghalaya,1401.0,3818.2,133333.17,434.31,5.425714286,52,16,33,5.6,17.16,1954.46,77.31
