crop_type,rainfall_mm,avg_temp_c,yield_kg_ha
maize,1668.0,12.49,2500.0
maize,1668.0,14.99,2500.0
maize,1668.0,14.68,2500.0
maize,1668.0,14.72,2500.0
maize,1668.0,12.49,2500.0
rice,1668.0,14.93,4578.3
rice,1668.0,12.49,4578.3
rice,1668.0,14.99,4578.3
rice,1668.0,14.68,4578.3
rice,1668.0,14.72,4578.3
rice,1668.0,12.49,4578.3
wheat,1668.0,14.93,3473.9
wheat,1668.0,12.49,3473.9
wheat,1668.0,14.99,3473.9
wheat,1668.0,14.68,3473.9
wheat,1668.0,14.72,3473.9
wheat,1668.0,12.49,3473.9
maize,1668.0,16.33,2485.2
maize,1668.0,13.78,2485.2
maize,1668.0,16.41,2485.2
maize,1668.0,16.06,2485.2
maize,1668.0,16.07,2485.2
maize,1668.0,13.78,2485.2
rice,1668.0,16.33,6770.3
rice,1668.0,13.78,6770.3
rice,1668.0,16.41,6770.3
rice,1668.0,16.06,6770.3
rice,1668.0,16.07,6770.3
rice,1668.0,13.78,6770.3
wheat,1668.0,16.33,3718.2
wheat,1668.0,13.78,3718.2
wheat,1668.0,16.41,3718.2
wheat,1668.0,16.06,3718.2
wheat,1668.0,16.07,3718.2
wheat,1668.0,13.78,3718.2
maize,1668.0,15.25,2500.0
maize,1668.0,12.98,2500.0
maize,1668.0,15.32,2500.0
maize,1668.0,14.83,2500.0
maize,1668.0,14.97,2500.0
maize,1668.0,12.98,2500.0
rice,1668.0,15.25,6343.2
rice,1668.0,12.98,6343.2
rice,1668.0,15.32,6343.2
rice,1668.0,14.83,6343.2
rice,1668.0,14.97,6343.2
rice,1668.0,12.98,6343.2
wheat,1668.0,15.25,2931.9
wheat,1668.0,12.98,2931.9
wheat,1668.0,15.32,2931.9
wheat,1668.0,14.83,2931.9
wheat,1668.0,14.97,2931.9
wheat,1668.0,12.98,2931.9
maize,1668.0,15.2,2451.0
maize,1668.0,12.61,2451.0
maize,1668.0,15.32,2451.0
maize,1668.0,14.79,2451.0
maize,1668.0,14.8,2451.0
maize,1668.0,12.61,2451.0
rice,1668.0,15.2,6540.2
rice,1668.0,12.61,6540.2
rice,1668.0,15.32,6540.2
rice,1668.0,14.79,6540.2
rice,1668.0,14.8,6540.2
rice,1668.0,12.61,6540.2
wheat,1668.0,15.2,3016.4
wheat,1668.0,12.61,3016.4
wheat,1668.0,15.32,3016.4
wheat,1668.0,14.79,3016.4
wheat,1668.0,14.8,3016.4
wheat,1668.0,12.61,3016.4
maize,1668.0,15.76,2477.1
maize,1668.0,13.43,2477.1
maize,1668.0,15.89,2477.1
maize,1668.0,15.37,2477.1
maize,1668.0,15.39,2477.1
maize,1668.0,13.43,2477.1
rice,1668.0,15.76,6416.3
rice,1668.0,13.43,6416.3
rice,1668.0,15.89,6416.3
rice,1668.0,15.37,6416.3
rice,1668.0,15.39,6416.3
rice,1668.0,13.43,6416.3
wheat,1668.0,15.76,3638.7
wheat,1668.0,13.43,3638.7
wheat,1668.0,15.89,3638.7
wheat,1668.0,15.37,3638.7
wheat,1668.0,15.39,3638.7
wheat,1668.0,13.43,3638.7
maize,1668.0,16.72,2446.8
maize,1668.0,13.74,2446.8
maize,1668.0,16.74,2446.8
maize,1668.0,16.39,2446.8
maize,1668.0,16.45,2446.8
maize,1668.0,13.74,2446.8
rice,1668.0,16.72,6218.8
rice,1668.0,13.74,6218.8
rice,1668.0,16.74,6218.8
rice,1668.0,16.39,6218.8
rice,1668.0,16.45,6218.8
rice,1668.0,13.74,6218.8
wheat,1668.0,16.72,3511.1
wheat,1668.0,13.74,3511.1
wheat,1668.0,16.74,3511.1
wheat,1668.0,16.39,3511.1
wheat,1668.0,16.45,3511.1
wheat,1668.0,13.74,3511.1
maize,1668.0,15.93,2400.0
maize,1668.0,13.78,2400.0
maize,1668.0,15.93,2400.0
maize,1668.0,15.66,2400.0
maize,1668.0,15.79,2400.0
maize,1668.0,13.78,2400.0
rice,1668.0,15.93,6414.3
rice,1668.0,13.78,6414.3
rice,1668.0,15.93,6414.3
rice,1668.0,15.66,6414.3
rice,1668.0,15.79,6414.3
rice,1668.0,13.78,6414.3
wheat,1668.0,15.93,3454.4
wheat,1668.0,13.78,3454.4
wheat,1668.0,15.93,3454.4
wheat,1668.0,15.66,3454.4
wheat,1668.0,15.79,3454.4
wheat,1668.0,13.78,3454.4
maize,1668.0,15.92,2471.3
maize,1668.0,13.5,2471.3
maize,1668.0,15.95,2471.3
maize,1668.0,15.58,2471.3
maize,1668.0,15.67,2471.3
maize,1668.0,13.5,2471.3
rice,1668.0,15.92,6702.3
rice,1668.0,13.5,6702.3
rice,1668.0,15.95,6702.3
rice,1668.0,15.58,6702.3
rice,1668.0,15.67,6702.3
rice,1668.0,13.5,6702.3
wheat,1668.0,15.92,3760.7
wheat,1668.0,13.5,3760.7
wheat,1668.0,15.95,3760.7
wheat,1668.0,15.58,3760.7
wheat,1668.0,15.67,3760.7
wheat,1668.0,13.5,3760.7
maize,1668.0,15.86,2500.0
maize,1668.0,13.13,2500.0
maize,1668.0,15.97,2500.0
maize,1668.0,15.4,2500.0
maize,1668.0,15.47,2500.0
maize,1668.0,13.13,2500.0
rice,1668.0,15.86,6635.4
rice,1668.0,13.13,6635.4
rice,1668.0,15.97,6635.4
rice,1668.0,15.4,6635.4
rice,1668.0,15.47,6635.4
rice,1668.0,13.13,6635.4
wheat,1668.0,15.86,3554.6
wheat,1668.0,13.13,3554.6
wheat,1668.0,15.97,3554.6
wheat,1668.0,15.4,3554.6
wheat,1668.0,15.47,3554.6
wheat,1668.0,13.13,3554.6
maize,1668.0,16.09,2461.5
maize,1668.0,13.42,2461.5
maize,1668.0,16.0,2461.5
maize,1668.0,15.71,2461.5
maize,1668.0,15.73,2461.5
maize,1668.0,13.42,2461.5
rice,1668.0,16.09,6582.3
rice,1668.0,13.42,6582.3
rice,1668.0,16.0,6582.3
rice,1668.0,15.71,6582.3
rice,1668.0,15.73,6582.3
rice,1668.0,13.42,6582.3
wheat,1668.0,16.09,4001.0
wheat,1668.0,13.42,4001.0
wheat,1668.0,16.0,4001.0
wheat,1668.0,15.71,4001.0
wheat,1668.0,15.73,4001.0
wheat,1668.0,13.42,4001.0
maize,1668.0,16.56,2500.0
maize,1668.0,14.05,2500.0
maize,1668.0,16.54,2500.0
maize,1668.0,16.19,2500.0
maize,1668.0,16.33,2500.0
maize,1668.0,14.05,2500.0
rice,1668.0,16.56,6415.0
rice,1668.0,14.05,6415.0
rice,1668.0,16.54,6415.0
rice,1668.0,16.19,6415.0
rice,1668.0,16.33,6415.0
rice,1668.0,14.05,6415.0
wheat,1668.0,16.56,4046.6
wheat,1668.0,14.05,4046.6
wheat,1668.0,16.54,4046.6
wheat,1668.0,16.19,4046.6
wheat,1668.0,16.33,4046.6
wheat,1668.0,14.05,4046.6
maize,1668.0,15.75,2526.0
maize,1668.0,12.99,2526.0
maize,1668.0,15.75,2526.0
maize,1668.0,15.36,2526.0
maize,1668.0,15.36,2526.0
maize,1668.0,12.99,2526.0
rice,1668.0,15.75,6648.3
rice,1668.0,12.99,6648.3
rice,1668.0,15.75,6648.3
rice,1668.0,15.36,6648.3
rice,1668.0,15.36,6648.3
rice,1668.0,12.99,6648.3
wheat,1668.0,15.75,4097.0
wheat,1668.0,12.99,4097.0
wheat,1668.0,15.75,4097.0
wheat,1668.0,15.36,4097.0
wheat,1668.0,15.36,4097.0
wheat,1668.0,12.99,4097.0
maize,1668.0,15.87,2532.4
maize,1668.0,13.28,2532.4
maize,1668.0,15.92,2532.4
maize,1668.0,15.43,2532.4
maize,1668.0,15.45,2532.4
maize,1668.0,13.28,2532.4
rice,1668.0,15.87,6335.9
rice,1668.0,13.28,6335.9
rice,1668.0,15.92,6335.9
rice,1668.0,15.43,6335.9
rice,1668.0,15.45,6335.9
rice,1668.0,13.28,6335.9
wheat,1668.0,15.87,3835.1
wheat,1668.0,13.28,3835.1
wheat,1668.0,15.92,3835.1
wheat,1668.0,15.43,3835.1
wheat,1668.0,15.45,3835.1
wheat,1668.0,13.28,3835.1
maize,1668.0,16.53,2539.5
maize,1668.0,13.68,2539.5
maize,1668.0,16.55,2539.5
maize,1668.0,16.03,2539.5
maize,1668.0,15.94,2539.5
maize,1668.0,13.68,2539.5
rice,1668.0,16.53,6511.1
rice,1668.0,13.68,6511.1
rice,1668.0,16.55,6511.1
rice,1668.0,16.03,6511.1
rice,1668.0,15.94,6511.1
rice,1668.0,13.68,6511.1
wheat,1668.0,16.53,4340.0
wheat,1668.0,13.68,4340.0
wheat,1668.0,16.55,4340.0
wheat,1668.0,16.03,4340.0
wheat,1668.0,15.94,4340.0
wheat,1668.0,13.68,4340.0
maize,1668.0,15.96,2545.6
maize,1668.0,13.31,2545.6
maize,1668.0,15.98,2545.6
maize,1668.0,15.55,2545.6
maize,1668.0,15.57,2545.6
maize,1668.0,13.31,2545.6
rice,1668.0,15.96,6778.6
rice,1668.0,13.31,6778.6
rice,1668.0,15.98,6778.6
rice,1668.0,15.55,6778.6
rice,1668.0,15.57,6778.6
rice,1668.0,13.31,6778.6
wheat,1668.0,15.96,4220.3
wheat,1668.0,13.31,4220.3
wheat,1668.0,15.98,4220.3
wheat,1668.0,15.55,4220.3
wheat,1668.0,15.57,4220.3
wheat,1668.0,13.31,4220.3
maize,1668.0,15.93,2538.5
maize,1668.0,13.55,2538.5
maize,1668.0,16.02,2538.5
maize,1668.0,15.61,2538.5
maize,1668.0,15.67,2538.5
maize,1668.0,13.55,2538.5
rice,1668.0,15.93,6522.2
rice,1668.0,13.55,6522.2
rice,1668.0,16.02,6522.2
rice,1668.0,15.61,6522.2
rice,1668.0,15.67,6522.2
rice,1668.0,13.55,6522.2
wheat,1668.0,15.93,3236.7
wheat,1668.0,13.55,3236.7
wheat,1668.0,16.02,3236.7
wheat,1668.0,15.61,3236.7
wheat,1668.0,15.67,3236.7
wheat,1668.0,13.55,3236.7
maize,1668.0,16.12,2564.2
maize,1668.0,13.82,2564.2
maize,1668.0,16.01,2564.2
maize,1668.0,15.8,2564.2
maize,1668.0,15.87,2564.2
maize,1668.0,13.82,2564.2
rice,1668.0,16.12,6513.5
rice,1668.0,13.82,6513.5
rice,1668.0,16.01,6513.5
rice,1668.0,15.8,6513.5
rice,1668.0,15.87,6513.5
rice,1668.0,13.82,6513.5
wheat,1668.0,16.12,2761.2
wheat,1668.0,13.82,2761.2
wheat,1668.0,16.01,2761.2
wheat,1668.0,15.8,2761.2
wheat,1668.0,15.87,2761.2
wheat,1668.0,13.82,2761.2
maize,1668.0,15.71,2579.7
maize,1668.0,13.32,2579.7
maize,1668.0,15.62,2579.7
maize,1668.0,15.38,2579.7
maize,1668.0,15.43,2579.7
maize,1668.0,13.32,2579.7
rice,1668.0,15.71,6662.4
rice,1668.0,13.32,6662.4
rice,1668.0,15.62,6662.4
rice,1668.0,15.38,6662.4
rice,1668.0,15.43,6662.4
rice,1668.0,13.32,6662.4
wheat,1668.0,15.71,3528.6
wheat,1668.0,13.32,3528.6
wheat,1668.0,15.62,3528.6
wheat,1668.0,15.38,3528.6
wheat,1668.0,15.43,3528.6
wheat,1668.0,13.32,3528.6
maize,1668.0,15.53,2615.4
maize,1668.0,13.11,2615.4
maize,1668.0,15.54,2615.4
maize,1668.0,15.14,2615.4
maize,1668.0,15.21,2615.4
maize,1668.0,13.11,2615.4
rice,1668.0,15.53,6738.8
rice,1668.0,13.11,6738.8
rice,1668.0,15.54,6738.8
rice,1668.0,15.14,6738.8
rice,1668.0,15.21,6738.8
rice,1668.0,13.11,6738.8
wheat,1668.0,15.53,4100.4
wheat,1668.0,13.11,4100.4
wheat,1668.0,15.54,4100.4
wheat,1668.0,15.14,4100.4
wheat,1668.0,15.21,4100.4
wheat,1668.0,13.11,4100.4
maize,1668.0,16.54,2727.3
maize,1668.0,13.91,2727.3
maize,1668.0,16.3,2727.3
maize,1668.0,16.0,2727.3
maize,1668.0,16.02,2727.3
maize,1668.0,13.91,2727.3
rice,1668.0,16.54,6728.0
rice,1668.0,13.91,6728.0
rice,1668.0,16.3,6728.0
rice,1668.0,16.0,6728.0
rice,1668.0,16.02,6728.0
rice,1668.0,13.91,6728.0
wheat,1668.0,16.54,3861.6
wheat,1668.0,13.91,3861.6
wheat,1668.0,16.3,3861.6
wheat,1668.0,16.0,3861.6
wheat,1668.0,16.02,3861.6
wheat,1668.0,13.91,3861.6
maize,250.0,6.2,3121.4
maize,250.0,2.78,3121.4
rice,250.0,6.2,3991.5
rice,250.0,2.78,3991.5
wheat,250.0,6.2,1332.4
wheat,250.0,2.78,1332.4
maize,250.0,5.51,3267.7
maize,250.0,1.63,3267.7
rice,250.0,5.51,3687.1
rice,250.0,1.63,3687.1
wheat,250.0,5.51,917.8
wheat,250.0,1.63,917.8
maize,250.0,6.04,2238.7
maize,250.0,3.12,2238.7
rice,250.0,6.04,2793.7
rice,250.0,3.12,2793.7
wheat,250.0,6.04,749.0
wheat,250.0,3.12,749.0
maize,250.0,6.53,1931.6
maize,250.0,4.33,1931.6
rice,250.0,6.53,2193.2
rice,250.0,4.33,2193.2
wheat,250.0,6.53,574.8
wheat,250.0,4.33,574.8
maize,250.0,5.98,1679.5
maize,250.0,1.61,1679.5
rice,250.0,5.98,2615.5
rice,250.0,1.61,2615.5
wheat,250.0,5.98,683.5
wheat,250.0,1.61,683.5
maize,250.0,7.53,1813.6
maize,250.0,4.52,1813.6
rice,250.0,7.53,3076.5
rice,250.0,4.52,3076.5
wheat,250.0,7.53,844.9
wheat,250.0,4.52,844.9
maize,250.0,6.94,2678.0
maize,250.0,3.25,2678.0
rice,250.0,6.94,3216.2
rice,250.0,3.25,3216.2
wheat,250.0,6.94,520.0
wheat,250.0,3.25,520.0
maize,250.0,7.09,3016.8
maize,250.0,3.73,3016.8
rice,250.0,7.09,2807.0
rice,250.0,3.73,2807.0
wheat,250.0,7.09,1286.8
wheat,250.0,3.73,1286.8
maize,250.0,7.26,3335.0
maize,250.0,3.23,3335.0
rice,250.0,7.26,2972.3
rice,250.0,3.23,2972.3
wheat,250.0,7.26,902.8
wheat,250.0,3.23,902.8
maize,250.0,7.23,3712.5
maize,250.0,3.85,3712.5
rice,250.0,7.23,2871.4
rice,250.0,3.85,2871.4
wheat,250.0,7.23,1180.3
wheat,250.0,3.85,1180.3
maize,250.0,7.4,4137.0
maize,250.0,4.77,4137.0
rice,250.0,7.4,3028.8
rice,250.0,4.77,3028.8
wheat,250.0,7.4,1089.5
wheat,250.0,4.77,1089.5
maize,250.0,7.52,4457.5
maize,250.0,4.18,4457.5
rice,250.0,7.52,3418.2
rice,250.0,4.18,3418.2
wheat,250.0,7.52,843.2
wheat,250.0,4.18,843.2
maize,250.0,7.07,4154.6
maize,250.0,4.0,4154.6
rice,250.0,7.07,3351.8
rice,250.0,4.0,3351.8
wheat,250.0,7.07,948.0
wheat,250.0,4.0,948.0
maize,250.0,7.65,4631.7
maize,250.0,3.88,4631.7
rice,250.0,7.65,3296.6
rice,250.0,3.88,3296.6
wheat,250.0,7.65,1134.8
wheat,250.0,3.88,1134.8
maize,250.0,7.78,4563.6
maize,250.0,4.14,4563.6
rice,250.0,7.78,3367.8
rice,250.0,4.14,3367.8
wheat,250.0,7.78,1298.3
wheat,250.0,4.14,1298.3
maize,250.0,7.25,4404.2
maize,250.0,4.19,4404.2
rice,250.0,7.25,3373.6
rice,250.0,4.19,3373.6
wheat,250.0,7.25,971.5
wheat,250.0,4.19,971.5
maize,250.0,6.77,4750.0
maize,250.0,3.03,4750.0
rice,250.0,6.77,3532.3
rice,250.0,3.03,3532.3
wheat,250.0,6.77,1194.1
wheat,250.0,3.03,1194.1
maize,250.0,6.96,4833.1
maize,250.0,2.95,4833.1
rice,250.0,6.96,3969.7
rice,250.0,2.95,3969.7
wheat,250.0,6.96,733.6
wheat,250.0,2.95,733.6
maize,250.0,6.54,4986.4
maize,250.0,2.67,4986.4
rice,250.0,6.54,3715.2
rice,250.0,2.67,3715.2
wheat,250.0,6.54,1660.9
wheat,250.0,2.67,1660.9
maize,250.0,6.07,5187.7
maize,250.0,2.5,5187.7
rice,250.0,6.07,3771.2
rice,250.0,2.5,3771.2
wheat,250.0,6.07,792.9
wheat,250.0,2.5,792.9
maize,250.0,8.71,5277.9
maize,250.0,5.49,5277.9
rice,250.0,8.71,3850.0
rice,250.0,5.49,3850.0
wheat,250.0,8.71,1076.2
wheat,250.0,5.49,1076.2
maize,630.0,15.94,1659.1
rice,630.0,15.94,3098.4
wheat,630.0,15.94,1655.1
maize,630.0,16.26,1832.1
rice,630.0,16.26,3884.6
wheat,630.0,16.26,1848.4
maize,630.0,16.34,1727.1
rice,630.0,16.34,3536.2
wheat,630.0,16.34,1935.9
maize,630.0,16.36,1554.9
rice,630.0,16.36,4148.3
wheat,630.0,16.36,1379.5
maize,630.0,16.58,2040.0
rice,630.0,16.58,4355.9
wheat,630.0,16.58,2216.4
maize,630.0,16.52,1875.9
rice,630.0,16.52,4000.0
wheat,630.0,16.52,2106.4
maize,630.0,16.44,1450.6
rice,630.0,16.44,4000.0
wheat,630.0,16.44,2011.2
maize,630.0,16.77,1471.3
rice,630.0,16.77,3972.4
wheat,630.0,16.77,1613.2
maize,630.0,16.53,1669.7
rice,630.0,16.53,4841.9
wheat,630.0,16.53,1895.1
maize,630.0,16.7,1481.7
rice,630.0,16.7,3984.5
wheat,630.0,16.7,1653.4
maize,630.0,16.73,1440.0
rice,630.0,16.73,3771.0
wheat,630.0,16.73,1549.2
maize,630.0,16.1,1701.2
rice,630.0,16.1,3409.1
wheat,630.0,16.1,1989.0
maize,630.0,16.61,1512.6
rice,630.0,16.61,3461.5
wheat,630.0,16.61,2121.7
maize,630.0,16.92,1929.3
rice,630.0,16.92,3728.0
wheat,630.0,16.92,2482.7
maize,630.0,17.28,1640.5
rice,630.0,17.28,3932.1
wheat,630.0,17.28,2313.1
maize,630.0,16.92,1719.7
rice,630.0,16.92,2806.2
wheat,630.0,16.92,2187.5
maize,630.0,16.6,1813.2
rice,630.0,16.6,2871.5
wheat,630.0,16.6,3094.0
maize,630.0,16.66,1392.5
rice,630.0,16.66,1307.6
wheat,630.0,16.66,2584.5
maize,630.0,17.3,1294.3
rice,630.0,17.3,1933.3
wheat,630.0,17.3,1666.5
maize,630.0,16.82,1725.1
rice,630.0,16.82,4238.4
wheat,630.0,16.82,3199.1
maize,630.0,16.9,1584.0
rice,630.0,16.9,3967.6
wheat,630.0,16.9,2041.5
maize,630.0,16.84,1736.6
rice,630.0,16.84,4664.3
wheat,630.0,16.84,2972.0
maize,630.0,16.91,1692.2
rice,630.0,16.91,3995.5
wheat,630.0,16.91,2760.2
wheat,641.0,6.89,2584.8
wheat,641.0,5.58,2000.6
wheat,641.0,5.87,2107.8
wheat,641.0,6.54,2223.5
wheat,641.0,4.9,2396.1
wheat,641.0,6.17,2590.9
wheat,641.0,5.95,2553.3
wheat,641.0,7.07,2410.3
wheat,641.0,7.47,2703.4
wheat,641.0,6.5,2708.0
wheat,641.0,6.83,3384.4
wheat,641.0,6.28,2942.3
wheat,641.0,6.3,3609.9
wheat,641.0,6.95,2781.5
wheat,641.0,7.25,3594.4
wheat,641.0,7.67,3856.6
wheat,641.0,6.51,3627.6
wheat,641.0,5.67,3284.9
wheat,641.0,7.25,3061.3
wheat,641.0,5.96,4369.5
wheat,641.0,7.25,3885.7
maize,661.0,19.4,1691.0
wheat,661.0,19.4,1970.4
maize,661.0,19.31,1746.7
wheat,661.0,19.31,2229.9
maize,661.0,18.18,1871.5
wheat,661.0,18.18,2280.7
maize,661.0,19.14,1891.9
wheat,661.0,19.14,2291.7
maize,661.0,19.93,2028.8
wheat,661.0,19.93,2224.4
maize,661.0,19.35,2326.9
wheat,661.0,19.35,2476.5
maize,661.0,19.65,2346.1
wheat,661.0,19.65,2472.6
maize,661.0,18.99,3111.1
wheat,661.0,18.99,1626.3
maize,661.0,20.19,5000.0
wheat,661.0,20.19,2066.7
maize,661.0,20.25,5714.3
wheat,661.0,20.25,1881.4
maize,661.0,19.65,3888.9
wheat,661.0,19.65,2702.5
maize,661.0,20.29,4323.1
wheat,661.0,20.29,3199.5
maize,661.0,19.91,3243.5
wheat,661.0,19.91,2735.6
maize,661.0,19.72,6000.0
wheat,661.0,19.72,2934.4
maize,661.0,19.68,3777.8
wheat,661.0,19.68,2903.0
maize,661.0,19.59,2952.4
wheat,661.0,19.59,2899.8
maize,661.0,20.04,3444.4
wheat,661.0,20.04,2200.8
maize,661.0,20.24,3777.8
wheat,661.0,20.24,2879.8
maize,661.0,20.19,3621.0
wheat,661.0,20.19,2799.0
maize,661.0,21.26,3719.9
wheat,661.0,21.26,2781.5
maize,661.0,19.67,3646.8
wheat,661.0,19.67,2966.7
maize,661.0,20.19,3602.5
wheat,661.0,20.19,3101.2
maize,661.0,20.08,3562.1
wheat,661.0,20.08,3212.2
maize,788.0,14.48,1100.0
wheat,788.0,14.48,811.8
maize,788.0,14.66,540.8
wheat,788.0,14.66,195.9
maize,788.0,15.16,579.2
wheat,788.0,15.16,858.0
maize,788.0,14.95,887.5
wheat,788.0,14.95,733.0
maize,788.0,14.22,862.9
wheat,788.0,14.22,419.9
maize,788.0,14.55,812.6
wheat,788.0,14.55,616.6
maize,788.0,13.93,1249.0
wheat,788.0,13.93,1410.8
maize,788.0,14.28,985.7
wheat,788.0,14.28,1629.1
maize,788.0,14.81,1317.1
wheat,788.0,14.81,1481.0
maize,788.0,15.34,941.0
wheat,788.0,15.34,738.8
maize,788.0,14.37,677.3
wheat,788.0,14.37,654.7
maize,788.0,14.62,891.3
wheat,788.0,14.62,2051.5
maize,788.0,14.69,808.8
wheat,788.0,14.69,717.2
maize,788.0,14.91,634.7
wheat,788.0,14.91,640.1
maize,788.0,14.89,701.1
wheat,788.0,14.89,723.4
maize,788.0,14.18,597.4
wheat,788.0,14.18,268.5
maize,788.0,14.81,487.7
wheat,788.0,14.81,431.6
maize,788.0,14.74,434.9
wheat,788.0,14.74,241.5
maize,788.0,14.62,415.9
wheat,788.0,14.62,347.3
maize,788.0,15.23,907.1
wheat,788.0,15.23,1469.3
maize,788.0,14.32,634.4
wheat,788.0,14.32,996.5
maize,788.0,14.62,671.2
wheat,788.0,14.62,864.1
maize,788.0,14.03,822.7
wheat,788.0,14.03,1234.5
maize,56.0,19.6,1000.0
maize,56.0,20.53,1000.0
wheat,56.0,19.6,1231.7
wheat,56.0,20.53,1231.7
maize,56.0,18.96,1241.7
maize,56.0,19.47,1241.7
wheat,56.0,18.96,1238.1
wheat,56.0,19.47,1238.1
maize,56.0,19.03,1262.7
maize,56.0,19.67,1262.7
wheat,56.0,19.03,1001.5
wheat,56.0,19.67,1001.5
maize,56.0,19.51,1287.8
maize,56.0,20.12,1287.8
wheat,56.0,19.51,840.0
wheat,56.0,20.12,840.0
maize,56.0,19.86,1238.7
maize,56.0,20.55,1238.7
wheat,56.0,19.86,774.2
wheat,56.0,20.55,774.2
maize,56.0,19.47,1323.9
maize,56.0,20.03,1323.9
wheat,56.0,19.47,731.3
wheat,56.0,20.03,731.3
maize,56.0,19.24,1052.6
maize,56.0,20.21,1052.6
wheat,56.0,19.24,729.4
wheat,56.0,20.21,729.4
maize,56.0,19.3,1750.0
maize,56.0,20.32,1750.0
wheat,56.0,19.3,1009.0
wheat,56.0,20.32,1009.0
maize,56.0,19.75,1800.0
maize,56.0,20.24,1800.0
wheat,56.0,19.75,875.0
wheat,56.0,20.24,875.0
maize,56.0,20.27,2000.0
maize,56.0,21.08,2000.0
wheat,56.0,20.27,787.9
wheat,56.0,21.08,787.9
maize,56.0,19.59,2890.0
maize,56.0,20.37,2890.0
wheat,56.0,19.59,808.5
wheat,56.0,20.37,808.5
maize,56.0,20.09,2000.0
maize,56.0,21.1,2000.0
wheat,56.0,20.09,797.4
wheat,56.0,21.1,797.4
maize,56.0,19.96,1500.0
maize,56.0,20.73,1500.0
wheat,56.0,19.96,796.6
wheat,56.0,20.73,796.6
maize,56.0,19.76,2400.0
maize,56.0,20.46,2400.0
wheat,56.0,19.76,784.1
wheat,56.0,20.46,784.1
maize,56.0,19.48,2400.0
maize,56.0,20.28,2400.0
wheat,56.0,19.48,757.6
wheat,56.0,20.28,757.6
maize,56.0,19.48,2224.6
maize,56.0,20.64,2224.6
wheat,56.0,19.48,787.9
wheat,56.0,20.64,787.9
maize,56.0,19.87,2224.6
maize,56.0,20.68,2224.6
wheat,56.0,19.87,787.9
wheat,56.0,20.68,787.9
maize,56.0,20.17,2212.9
maize,56.0,20.61,2212.9
wheat,56.0,20.17,787.9
wheat,56.0,20.61,787.9
maize,56.0,19.93,2479.0
maize,56.0,20.54,2479.0
wheat,56.0,19.93,789.5
wheat,56.0,20.54,789.5
maize,56.0,20.51,1933.3
maize,56.0,21.17,1933.3
wheat,56.0,20.51,771.7
wheat,56.0,21.17,771.7
maize,56.0,19.44,2141.9
maize,56.0,20.29,2141.9
wheat,56.0,19.44,778.4
wheat,56.0,20.29,778.4
maize,56.0,20.01,2161.3
maize,56.0,20.81,2161.3
wheat,56.0,20.01,795.8
wheat,56.0,20.81,795.8
maize,56.0,19.93,2000.0
maize,56.0,20.78,2000.0
wheat,56.0,19.93,795.5
wheat,56.0,20.78,795.5
maize,656.0,7.04,1371.0
wheat,656.0,7.04,2941.1
maize,656.0,5.79,1383.3
wheat,656.0,5.79,2371.8
maize,656.0,6.3,1395.6
wheat,656.0,6.3,2034.8
maize,656.0,6.68,1407.9
wheat,656.0,6.68,2445.5
maize,656.0,5.09,1420.1
wheat,656.0,5.09,2692.6
maize,656.0,6.29,1470.8
wheat,656.0,6.29,3001.6
maize,656.0,6.27,1606.2
wheat,656.0,6.27,2867.1
maize,656.0,7.31,1741.6
wheat,656.0,7.31,2609.8
maize,656.0,7.69,1846.4
wheat,656.0,7.69,3341.3
maize,656.0,6.75,2227.7
wheat,656.0,6.75,3055.9
maize,656.0,7.26,2862.1
wheat,656.0,7.26,3633.5
maize,656.0,6.43,2142.9
wheat,656.0,6.43,4027.6
maize,656.0,6.5,3062.5
wheat,656.0,6.5,3733.2
maize,656.0,6.98,2350.0
wheat,656.0,6.98,2355.4
maize,656.0,7.44,4814.8
wheat,656.0,7.44,3921.9
maize,656.0,7.84,4210.5
wheat,656.0,7.84,4268.9
maize,656.0,6.7,4327.3
wheat,656.0,6.7,4200.4
maize,656.0,6.14,6690.1
wheat,656.0,6.14,3304.5
maize,656.0,7.32,7489.6
wheat,656.0,7.32,3391.9
maize,656.0,6.31,6108.5
wheat,656.0,6.31,4782.9
maize,656.0,7.42,7395.3
wheat,656.0,7.42,4302.2
maize,1513.0,19.62,984.8
rice,1513.0,19.62,2077.3
wheat,1513.0,19.62,2000.0
maize,1513.0,19.79,966.7
rice,1513.0,19.79,2054.6
wheat,1513.0,19.79,2250.0
maize,1513.0,19.76,812.5
rice,1513.0,19.76,2086.9
wheat,1513.0,19.76,2500.0
maize,1513.0,19.95,897.2
rice,1513.0,19.95,2078.2
wheat,1513.0,19.95,2666.7
maize,1513.0,19.96,945.1
rice,1513.0,19.96,2069.4
wheat,1513.0,19.96,2000.0
maize,1513.0,19.96,962.8
rice,1513.0,19.96,2130.4
wheat,1513.0,19.96,2000.0
maize,1513.0,19.71,929.9
rice,1513.0,19.71,2193.0
wheat,1513.0,19.71,2000.0
maize,1513.0,19.97,936.8
rice,1513.0,19.97,2173.7
wheat,1513.0,19.97,2500.0
maize,1513.0,20.11,830.6
rice,1513.0,20.11,2034.1
wheat,1513.0,20.11,2500.0
maize,1513.0,19.82,916.2
rice,1513.0,19.82,2128.4
wheat,1513.0,19.82,2348.0
maize,1513.0,19.65,883.8
rice,1513.0,19.65,2051.2
wheat,1513.0,19.65,2344.2
